@relation InstanceResultListener

@attribute Key_Dataset {train-weka.filters.unsupervised.attribute.Remove-R1}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.functions.GaussianProcesses}
@attribute Key_Scheme_options {'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"','-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"','-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"'}
@attribute Key_Scheme_version_ID {-8620066949967678545}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute Correlation_coefficient numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string
@attribute measureKernelEvaluations numeric
@attribute measureCacheHits numeric

@data
train-weka.filters.unsupervised.attribute.Remove-R1,5,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0536,1579,157,91.228878,152.132777,46.605082,54.786873,0.87732,1085.385733,3181.069996,-2095.684263,6.913285,20.261592,-13.348307,5.819,0.419,5.60448,0.418797,36580104,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0537,1579,157,92.781888,156.297246,45.172354,52.9624,0.879984,1101.490387,4133.943135,-3032.452748,7.015862,26.330848,-19.314986,5.909,0.42,5.586333,0.419356,36580104,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0537,1580,161,118.212105,268.956542,53.10832,76.727024,0.665609,1128.884324,4307.563199,-3178.678875,7.011704,26.755051,-19.743347,5.965,0.408,5.565662,0.407845,36477192,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0537,1580,158,107.804889,189.029554,52.929718,64.760302,0.800964,1092.082741,3286.29066,-2194.207918,6.911916,20.799308,-13.887392,5.848,0.419,5.589668,0.418835,36554352,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0537,1580,161,110.907955,206.330589,54.315719,68.805865,0.7679,1114.315694,4279.767201,-3165.451507,6.921215,26.582405,-19.661189,5.863,0.417,5.540182,0.41698,36477192,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0537,1580,159,109.329175,193.429157,55.359691,70.958351,0.716709,1082.205967,5358.29195,-4276.085982,6.806327,33.699949,-26.893623,5.931,0.406,5.547364,0.40603,36528616,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,5,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0537,1580,160,100.634101,178.258505,49.208407,62.143204,0.809259,1118.906807,3257.868125,-2138.961319,6.993168,20.361676,-13.368508,5.833,0.418,5.573826,0.417847,36502896,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0537,1579,154,117.508881,291.538924,50.551075,75.431025,0.681999,1135.620871,4333.637379,-3198.016508,7.374162,28.140502,-20.766341,6.016,0.418,5.66088,0.417873,36657456,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0537,1579,162,88.997277,173.039793,48.419299,68.864336,0.727543,1087.449859,3403.111135,-2315.661276,6.712653,21.006859,-14.294205,5.711,0.419,5.509172,0.419265,36451504,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0537,1579,163,120.8026,256.80393,53.627591,74.848082,0.690083,1145.244117,3350.14286,-2204.898743,7.026038,20.553024,-13.526986,5.795,0.417,5.540188,0.416483,36425832,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0538,1579,157,106.639514,216.168651,52.809026,69.942267,0.743435,1096.652894,4287.125216,-3190.472322,6.98505,27.30653,-20.32148,5.933,0.422,5.613286,0.421801,36580104,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0538,1579,151,115.525013,201.340067,56.304272,64.831064,0.806707,1058.858327,4249.117556,-3190.259229,7.012307,28.139851,-21.127545,5.98,0.42,5.663385,0.419048,36734952,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0538,1580,164,97.762641,139.235319,49.699917,52.488068,0.89315,1147.282898,3230.73302,-2083.450122,6.995627,19.699592,-12.703964,5.786,0.418,5.538776,0.417471,36400176,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0538,1580,159,105.274021,177.403953,49.365179,59.953081,0.839195,1101.208607,3255.1378,-2153.929194,6.92584,20.472565,-13.546724,5.893,0.419,5.573307,0.419136,36528616,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0538,1580,164,104.710737,183.915572,54.29538,69.712798,0.755999,1133.857873,3296.32205,-2162.464177,6.913768,20.099525,-13.185757,5.895,0.406,5.519889,0.40641,36400176,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0538,1580,161,133.42318,259.412872,56.939945,71.790173,0.743694,1155.770319,3344.061556,-2188.291237,7.178698,20.770569,-13.591871,5.801,0.416,5.556173,0.415716,36477192,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,6,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0538,1580,159,98.230775,201.332339,49.270854,64.963787,0.8332,1082.637647,4261.412777,-3178.77513,6.809042,26.801338,-19.992296,5.882,0.415,5.56292,0.414314,36528616,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0538,1579,162,110.511224,188.202058,50.711516,60.629499,0.835304,1134.007833,2245.663811,-1111.655978,7.000048,13.862122,-6.862074,5.943,0.411,5.567811,0.410886,36451504,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0538,1579,161,107.058977,208.321901,55.215757,72.655814,0.720945,1105.966989,4319.750336,-3213.783347,6.86936,26.830747,-19.961387,5.773,0.415,5.560143,0.415131,36477192,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0538,1579,151,133.879211,255.125401,56.584429,68.196528,0.794425,1074.443333,4284.062872,-3209.619539,7.115519,28.371277,-21.255759,5.989,0.419,5.667129,0.419081,36734952,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0539,1579,162,107.256366,220.921451,55.370478,75.360811,0.674168,1100.60899,5364.800929,-4264.191939,6.793883,33.116055,-26.322172,6.011,0.415,5.683766,0.41482,36451504,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0539,1579,165,108.790873,206.32028,50.197764,66.19526,0.800253,1146.332559,3369.55998,-2223.227421,6.94747,20.421576,-13.474106,5.739,0.416,5.524203,0.415939,36374536,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0539,1580,163,97.938486,236.928967,53.737991,81.530631,0.583125,1118.05135,5355.677957,-4237.626607,6.859211,32.85692,-25.997709,5.764,0.415,5.520757,0.415127,36425832,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0539,1580,157,94.901123,133.64792,51.373782,55.60395,0.870567,1083.016701,3226.21703,-2143.200329,6.898196,20.549153,-13.650958,6.068,0.417,5.572471,0.417105,36580104,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0539,1580,153,112.659227,250.032502,52.001672,72.627917,0.717747,1077.24219,4296.150123,-3218.907933,7.040799,28.079413,-21.038614,5.853,0.417,5.632495,0.416215,36683272,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0539,1580,160,115.933853,223.506048,50.781488,65.787327,0.80026,1148.03496,2241.506205,-1093.471245,7.175218,14.009414,-6.834195,5.919,0.415,5.604711,0.414532,36502896,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,7,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0539,1580,160,96.454526,183.309758,44.922291,58.327972,0.85409,1130.62938,2191.640547,-1061.011168,7.066434,13.697753,-6.63132,5.941,0.407,5.555242,0.406816,36502896,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,8,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0539,1579,156,135.586846,293.569697,57.849863,76.421143,0.686803,1125.564402,4328.004689,-3202.440287,7.215156,27.74362,-20.528463,5.836,0.418,5.623217,0.417813,36605872,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,8,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0539,1579,164,101.128827,215.612289,49.586905,70.958007,0.730059,1138.130382,4325.850451,-3187.720069,6.939819,26.377137,-19.437317,5.871,0.414,5.558172,0.414087,36400176,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,8,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.054,1579,162,93.964965,138.862215,48.63933,53.648309,0.881513,1111.677124,3220.541362,-2108.864239,6.862204,19.879885,-13.01768,5.959,0.421,5.580747,0.420332,36451504,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,8,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.054,1579,159,134.963127,292.48463,53.992969,73.696042,0.74052,1134.954329,2337.436262,-1202.481933,7.138078,14.700857,-7.562779,5.86,0.415,5.617778,0.415275,36528616,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,8,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.054,1579,165,105.396407,185.072965,54.78226,66.93017,0.775611,1129.04907,4153.347108,-3024.298038,6.842722,25.171801,-18.329079,5.821,0.415,5.577704,0.415095,36374536,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,8,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.054,1580,158,97.009031,151.712259,47.587268,52.406497,0.902891,1097.661201,3238.734435,-2141.073234,6.947223,20.498319,-13.551096,5.986,0.408,5.60309,0.40723,36554352,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,8,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.054,1580,160,103.506008,178.45044,50.780699,62.300847,0.801462,1114.707249,3274.269871,-2159.562622,6.96692,20.464187,-13.497266,5.801,0.414,5.584813,0.414432,36502896,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,8,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.054,1580,161,112.788062,194.423187,54.86436,64.686597,0.821575,1119.193516,4279.703425,-3160.509909,6.951513,26.582009,-19.630496,5.904,0.413,5.584621,0.412503,36477192,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,8,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.054,1580,154,110.954894,276.36558,53.364153,81.833126,0.590174,1089.823494,4018.170494,-2928.347,7.076776,26.092016,-19.01524,5.989,0.412,5.606464,0.411216,36657456,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,8,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.054,1580,155,90.849192,146.032636,48.009598,57.557679,0.863112,1067.047982,3218.368414,-2151.320432,6.884181,20.763667,-13.879487,5.831,0.417,5.611934,0.41682,36631656,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,9,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.054,1579,167,110.881837,224.79521,54.039991,70.770736,0.757347,1169.043908,3322.306384,-2153.262476,7.000263,19.89405,-12.893787,5.724,0.414,5.486257,0.414188,36323304,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,9,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0541,1579,161,93.047945,135.059022,48.718942,55.561645,0.866614,1106.609599,2067.060995,-960.451396,6.873352,12.838888,-5.965537,5.939,0.417,5.55445,0.416336,36477192,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,9,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0541,1579,155,140.041024,316.93697,59.512836,79.307307,0.649969,1104.903629,3880.142098,-2775.238469,7.128411,25.033175,-17.904764,5.887,0.422,5.641762,0.42233,36631656,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,9,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0541,1579,166,119.253042,286.130965,52.937655,75.787661,0.697124,1152.388454,3376.018162,-2223.629708,6.942099,20.337459,-13.39536,5.811,0.413,5.488359,0.412819,36348912,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,9,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0541,1579,158,93.947963,141.164469,49.052635,54.339039,0.878155,1099.171694,2112.825886,-1013.654192,6.956783,13.372316,-6.415533,5.989,0.41,5.602622,0.409493,36554352,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,9,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0541,1580,154,103.960032,161.026817,50.521409,55.30236,0.871868,1083.472582,3222.647964,-2139.175383,7.035536,20.926285,-13.890749,5.895,0.42,5.636373,0.419304,36657456,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,9,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0541,1580,157,92.958669,158.989278,49.911424,62.256706,0.806039,1078.000301,4240.578197,-3162.577896,6.866244,27.010052,-20.143808,5.899,0.414,5.585752,0.413608,36580104,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,9,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0541,1580,157,114.573467,224.235956,56.21582,76.506037,0.674965,1070.317132,3276.069938,-2205.752806,6.817307,20.866688,-14.049381,5.961,0.408,5.572972,0.407294,36580104,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,9,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0541,1580,156,118.82919,253.766819,52.898048,75.988296,0.671671,1080.61218,4324.120379,-3243.508199,6.927001,27.71872,-20.791719,5.861,0.417,5.611601,0.417405,36605872,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,9,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0541,1580,163,100.692237,163.855816,47.032914,53.211217,0.878028,1168.485705,3303.035958,-2134.550253,7.168624,20.264024,-13.0954,5.832,0.419,5.510361,0.418262,36425832,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,10,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0541,1579,159,100.865492,180.450938,50.722771,67.320625,0.76235,1089.67062,4323.906,-3234.235379,6.853274,27.194377,-20.341103,5.975,0.411,5.586818,0.410952,36528616,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,10,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0542,1579,159,94.892421,163.165435,44.993744,55.530014,0.854485,1140.612843,4251.223583,-3110.61074,7.173666,26.737255,-19.56359,5.803,0.418,5.587747,0.417787,36528616,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,10,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0542,1579,161,129.890219,265.421626,54.950432,69.392684,0.788473,1147.626858,4410.479681,-3262.852824,7.128117,27.394284,-20.266167,5.795,0.416,5.553423,0.416171,36477192,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,10,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0542,1579,158,89.761591,149.918237,47.209697,61.129444,0.809795,1075.808892,4261.428534,-3185.619643,6.808917,26.971067,-20.16215,5.984,0.411,5.577542,0.410566,36554352,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,10,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0542,1579,157,109.678301,166.034484,52.603679,57.916078,0.844398,1097.768684,2857.227819,-1759.459135,6.992157,18.198903,-11.206746,5.829,0.438,5.616201,0.437391,36580104,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,10,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0542,1580,160,103.676489,210.397104,49.843382,65.085408,0.810173,1110.896485,4281.693073,-3170.796588,6.943103,26.760582,-19.817479,5.902,0.414,5.578835,0.414211,36502896,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,10,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0542,1580,161,121.949068,234.89863,51.816195,66.551015,0.790815,1141.853257,4332.751252,-3190.897995,7.092256,26.911498,-19.819242,5.952,0.414,5.574399,0.414126,36477192,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,10,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0542,1580,156,107.882927,233.243106,59.1858,79.015113,0.656309,1069.15988,4300.630353,-3231.470473,6.853589,27.568143,-20.714554,5.864,0.414,5.643246,0.413768,36605872,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,10,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0542,1580,168,106.736586,240.253261,51.05168,73.495656,0.720377,1159.746867,4431.043686,-3271.296819,6.903255,26.37526,-19.472005,5.722,0.413,5.484308,0.412376,36297712,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,10,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 1.0\"',-8620066949967678545,20120610.0542,1580,155,116.251697,249.276138,57.447724,78.316447,0.651174,1081.42977,4333.373837,-3251.944067,6.976966,27.957251,-20.980284,6.025,0.413,5.637842,0.413165,36631656,4348974,509109,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,1,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0543,1579,163,45.753608,85.286657,20.584307,25.156744,0.975787,1166.088049,3118.333781,-1952.245731,7.153914,19.130882,-11.976968,5.861,0.41,5.634698,0.409162,36414447,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,1,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0543,1579,160,36.203836,60.025737,15.756111,17.859596,0.986342,1133.180987,3044.973706,-1911.79272,7.082381,19.031086,-11.948704,5.847,0.405,5.525737,0.404519,36491487,4346241,511842,?,?,?
train-weka.filters.unsupervised.attribute.Remove-R1,1,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -C 250007 -E 2.0\"',-8620066949967678545,20120610.0543,1579,150,31.200602,45.776801,16.506255,18.351607,0.98368,1027.122746,2944.389509,-1917.266763,6.847485,19.629263,-12.781778,6.01,0.399,5.60445,0.398888,36749327,4346241,511842,?,?,?
